_SourcePage,name,wikipedia_link,Coordinates,Country,Criteria,Date of Inscription,size_has,Ref,Region
http://whc.unesco.org/en/list/316,Burgos Cathedral,http://en.wikipedia.org/wiki/Burgos_Cathedral,N42 20 24.72 W3 42 14.436,Spain,(ii)(iv)(vi),1984,,316.0,"Province of Burgos, Autonomous Community of Castile-Leon"
http://whc.unesco.org/en/list/570,Butrint,http://en.wikipedia.org/wiki/Butrint,N39 45 4 E20 1 34,Albania,(iii),1992,3980.0,570.0,"District of SarandÃ«, County of VlorÃ«"
http://whc.unesco.org/en/list/682,Bwindi Impenetrable National Park,http://en.wikipedia.org/wiki/Bwindi_Impenetrable_National_Park,S1 4 50 E29 39 41,Uganda,(vii)(x),1994,32092.0,682.0,"Districts of Kabale, Kisoro and Rukungiri"
http://whc.unesco.org/en/list/295,Byblos,http://en.wikipedia.org/wiki/Byblos,N34 7 9.012 E35 38 51,Lebanon,(iii)(iv)(vi),1984,,295.0,"City and district of Jbeil, Governorate of Mount Lebanon"
http://whc.unesco.org/en/list/198,Cahokia Mounds State Historic Site,http://en.wikipedia.org/wiki/Cahokia,N38 39 31 W90 3 41,United States of America,(iii)(iv),1982,,198.0,"St. Louis, Illinois"
http://whc.unesco.org/en/list/1351,Camino Real de Tierra Adentro,http://en.wikipedia.org/wiki/El_Camino_Real_de_Tierra_Adentro,Date of Inscription: 2010,Mexico,(ii)(iv),,3102.0,1351.0,N22 36 29 W102 22 45
http://whc.unesco.org/en/list/304,Canadian Rocky Mountain Parks,http://en.wikipedia.org/wiki/Canadian_Rocky_Mountain_Parks_World_Heritage_Site,N51 25 29 W116 28 47,Canada,(vii)(viii),1984,2306884.0,304.0,Provinces of British Columbia and Alberta
http://whc.unesco.org/en/list/701,Canaima National Park,http://en.wikipedia.org/wiki/Canaima_National_Park,N5 19 59.988 W61 30 0,Venezuela (Bolivarian Republic of),(vii)(viii)(ix)(x),1994,3000000.0,701.0,Bolivar State
http://whc.unesco.org/en/list/770,Canal du Midi,http://en.wikipedia.org/wiki/Canal_du_Midi,N43 36 41 E1 24 59,France,(i)(ii)(iv)(vi),1996,1172.0,770.0,Region of Midi-PyrÃ©nÃ©es (departments of Haute-Garonne and Tarn); Region of Languedoc-Roussillon (departments of l'Aude and l'Herault)
http://whc.unesco.org/en/list/496,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",http://en.wikipedia.org/wiki/Canterbury_Cathedral,N51 16 48 E1 4 60,United Kingdom of Great Britain and Northern Ireland,(i)(ii)(vi),1988,18.0,496.0,"County of Kent, England"
http://whc.unesco.org/en/list/1007,Cape Floral Region Protected Areas,http://en.wikipedia.org/wiki/Cape_Floristic_Region,S34 10 0 E18 22 30,South Africa,(ix)(x),2004,553000.0,1007.0,"Western Cape Province, Eastern Cape Province"
http://whc.unesco.org/en/list/1135,Capital Cities and Tombs of the Ancient Koguryo Kingdom,http://en.wikipedia.org/wiki/Capital_Cities_and_Tombs_of_the_Ancient_Koguryo_Kingdom,N41 9 25 E126 11 14,China,(i)(ii)(iii)(iv)(v),2004,4165.0,1135.0,"Huanren County, Liaoning Province and Ji'an, Jilin Province"
http://whc.unesco.org/en/list/721,Carlsbad Caverns National Park,http://en.wikipedia.org/wiki/Carlsbad_Caverns_National_Park,N32 10 0 W104 22 60,United States of America,(vii)(viii),1995,18926.0,721.0,"Eddy County, State of New Mexico"
http://whc.unesco.org/en/list/398,Castel del Monte,http://en.wikipedia.org/wiki/Castel_del_Monte,N41 5 5.3 E16 16 15.4,Italy,(i)(ii)(iii),1996,3.1,398.0,"Communes of Andria and Corato, Province of Bari, Puglia Region"
http://whc.unesco.org/en/list/847,Castle of the Teutonic Order in Malbork,http://en.wikipedia.org/wiki/Malbork_Castle,N54 2 30 E19 1 60,Poland,(ii)(iii)(iv),1997,18.0,847.0,"City and County of Malbork, Pomeranian Voivodship (formerly Elblag Voivodship)"
http://whc.unesco.org/en/list/374,Castles and Town Walls of King Edward in Gwynedd,http://en.wikipedia.org/wiki/Castles_and_Town_Walls_of_King_Edward_in_Gwynedd,N53 8 23 W4 16 37,United Kingdom of Great Britain and Northern Ireland,(i)(iii)(iv),1986,6.0,374.0,"Gwynedd, North Wales"
http://whc.unesco.org/en/list/288,Castles of Augustusburg and Falkenlust at Brühl,"http://en.wikipedia.org/wiki/Augustusburg_and_Falkenlust_Palaces,_Br%25C3%25BChl",N50 49 30.1 E6 54 35.2,Germany,(ii)(iv),1984,89.0,288.0,State of North Rhine-Westphalia (Nordrhein-Westfalen)
http://whc.unesco.org/en/list/988,Catalan Romanesque Churches of the Vall de BoÃ­,http://en.wikipedia.org/wiki/Vall_de_Bo%25C3%25AD,N42 30 17 E0 48 13,Spain,(ii)(iv),2000,,988.0,"Province of Lleida, Autonomous Community of Catalonia"
http://whc.unesco.org/en/list/383,"Cathedral, AlcÃ¡zar and Archivo de Indias in Seville",http://en.wikipedia.org/wiki/Alc%25C3%25A1zar_of_Seville,N37 23 1.824 W5 59 29.58,Spain,(i)(ii)(iii)(vi),1987,12.0,383.0,"Province of Seville, Autonomous Community of Andalusia"
http://whc.unesco.org/en/list/1011,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,"http://en.wikipedia.org/wiki/Vagharshapat,_Armenia",N40 9 33.516 E44 17 42.504,Armenia,(ii)(iii),2000,74.0,1011.0,Armavir Region
http://whc.unesco.org/en/list/601,"Cathedral of Notre-Dame, Former Abbey of Saint-Remi and Palace of Tau, Reims",http://en.wikipedia.org/wiki/Reims_Cathedral,N49 15 12 E4 1 58,France,(i)(ii)(vi),1991,4.51,601.0,"Department of Marne, Champagne Ardenne Region"
http://whc.unesco.org/en/list/827,"Cathedral, Torre Civica and Piazza Grande, Modena",http://en.wikipedia.org/wiki/Modena_Cathedral,N44 38 46.464 E10 55 32.448,Italy,(i)(ii)(iii)(iv),1997,1.2,827.0,"City and Province of Modena, Emilia-Romagna Region"
http://whc.unesco.org/en/list/310,Cave of Altamira and Paleolithic Cave Art of Northern Spain,http://en.wikipedia.org/wiki/Cave_of_Altamira_and_Paleolithic_Cave_Art_of_Northern_Spain,N43 22 57.1 W4 6 58.2,Spain,(i)(iii),1985,,310.0,"Santillana del Mar, Province and Autonomous Community of Cantabria"
"http://whc.unesco.org/en/list/725
http://whc.unesco.org/en/list/725",Caves of Aggtelek Karst and Slovak Karst,http://en.wikipedia.org/wiki/Caves_of_Aggtelek_Karst_and_Slovak_Karst,"Districts of RoÅ¾nava and SpiÅ¡skÃ¡ NovÃ¡ Ves, Region of KoÅ¡ice (SK)",Hungary,(viii),1995,56651.0,725.0,[sk.gif] Slovakia
http://whc.unesco.org/en/list/1165,Centennial Hall in WrocÅaw,http://en.wikipedia.org/wiki/Wroc%25C5%2582aw,N51 6 25.01 E17 4 37.25,Poland,(i)(ii)(iv),2006,37.0,1165.0,"Silesia Region, Lower Silesian Voivodship"
http://whc.unesco.org/en/list/998,Central Amazon Conservation Complex,http://en.wikipedia.org/wiki/Ja%25C3%25BA_National_Park,S2 19 60 W62 0 30,Brazil,(ix)(x),2000,5323018.0,998.0,State of Amazonas
http://whc.unesco.org/en/list/1203,Central Highlands of Sri Lanka,http://en.wikipedia.org/wiki/Central_Highlands_of_Sri_Lanka,Date of Inscription: 2010,Sri Lanka,(ix)(x),,56844.0,1203.0,N7 27 8.82 E80 48 7.56
http://whc.unesco.org/en/list/1328,Central Sector of the Imperial Citadel of Thang Long - Hanoi,http://en.wikipedia.org/wiki/Imperial_Citadel_of_Thang_Long,Date of Inscription: 2010,Viet Nam,(ii)(iii)(vi),,18.0,1328.0,N21 2 22 E105 50 14
http://whc.unesco.org/en/list/766,Central Sikhote-Alin,http://en.wikipedia.org/wiki/Sikhote-Alin,N45 19 60 E136 10 0,Russian Federation,(x),2001,1553928.0,766.0,"Ternejski, Krasnoarmejski, Dalnegorski, and Pozharski Districts, Primorski Region"
http://whc.unesco.org/en/list/1017,Central Suriname Nature Reserve,http://en.wikipedia.org/wiki/Central_Suriname_Nature_Reserve,N4 0 0 W56 30 0,Suriname,(ix)(x),2000,1600000.0,1017.0,District Sipaliwini
http://whc.unesco.org/en/list/1250,Central University City Campus of the Universidad Nacional Autónoma de México (UNAM),http://en.wikipedia.org/wiki/National_Autonomous_University_of_Mexico,N19 19 56 W99 11 17,Mexico,(i)(ii)(iv),2007,177.0,1250.0,Mexico City
http://whc.unesco.org/en/list/206,Central Zone of the Town of Angra do Heroismo in the Azores,http://en.wikipedia.org/wiki/Angra_do_Hero%25C3%25ADsmo,N38 39 18 W27 13 12,Portugal,(iv)(vi),1983,,206.0,RÃ©gion autonome des AÃ§ores
http://whc.unesco.org/en/list/1035,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,http://en.wikipedia.org/wiki/Chapada_dos_Veadeiros_National_Park,S14 0 20.5 W47 41 4.6,Brazil,(ix)(x),2001,367356.0,1035.0,"Central Brazil Plateau, State of GoiÃ¡s"
http://whc.unesco.org/en/list/353,Chaco Culture,http://en.wikipedia.org/wiki/Chaco_Culture_National_Historical_Park,N36 3 49.6 W107 58 15,United States of America,(iii),1987,,353.0,New Mexico
http://whc.unesco.org/en/list/1101,Champaner-Pavagadh Archaeological Park,http://en.wikipedia.org/wiki/Champaner-Pavagadh_Archaeological_Park,N22 28 60 E73 31 60,India,(iii)(iv)(v)(vi),2004,1329.0,1101.0,"Gujarat state, district of Panchmahal"
http://whc.unesco.org/en/list/366,Chan Chan Archaeological Zone,http://en.wikipedia.org/wiki/Chan_Chan,S8 5 60 W79 4 59.988,Peru,(i)(iii),1986,600.0,366.0,District of Huanchaco
http://whc.unesco.org/en/list/816,Changdeokgung Palace Complex,http://en.wikipedia.org/wiki/Changdeokgung,N37 32 60 E126 58 60,"Korea, Republic of",(ii)(iii)(iv),1997,,816.0,Seoul
http://whc.unesco.org/en/list/81,Chartres Cathedral,http://en.wikipedia.org/wiki/Chartres_Cathedral,N48 26 51 E1 29 14,France,(i)(ii)(iv),1979,1.06,81.0,"Department of Eure-et-Loire, Centre Region"
http://whc.unesco.org/en/list/330,Chavin (Archaeological Site),http://en.wikipedia.org/wiki/Chav%25C3%25ADn_de_Huantar,S9 35 33.981 W77 10 42.433,Peru,(iii),1985,,330.0,"Ancash Department, Huari Province, Chavin District"
http://whc.unesco.org/en/list/945,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_Terminus,N18 56 24.44 E72 50 10.33,India,(ii)(iv),2004,2.85,945.0,"City of Mumbai, Maharashtra State"
http://whc.unesco.org/en/list/1280,Chief Roi Mata's Domain,http://en.wikipedia.org/wiki/Roy_Mata,Date of Inscription: 2008,Vanuatu,(iii)(v)(vi),,886.0,1280.0,S17 37 41.05 E168 10 39.79
http://whc.unesco.org/en/list/1335,China Danxia,http://en.wikipedia.org/wiki/China_Danxia,Date of Inscription: 2010,China,(vii)(viii),,82151.0,1335.0,N28 25 19 E106 2 33
http://whc.unesco.org/en/list/848,Choirokoitia,http://en.wikipedia.org/wiki/Khirokitia,N34 47 53.988 E33 20 35.988,Cyprus,(ii)(iii)(iv),1998,,848.0,District of Larnaca
http://whc.unesco.org/en/list/476,Chongoni Rock-Art Area,http://en.wikipedia.org/wiki/Chongoni_Rock_Art_Area,S14 17 36 E34 16 45,Malawi,(iii)(vi),2006,12640.0,476.0,"Dedza District, Central Region"
http://whc.unesco.org/en/list/93,Church and Dominican Convent of Santa Maria delle Grazie with,http://en.wikipedia.org/wiki/Santa_Maria_delle_Grazie_(Milan),N45 27 57.2 E9 10 13.8,Italy,(i)(ii),1980,1.5,93.0,"Province of Milano, Lombardy"
http://whc.unesco.org/en/list/634,"Church of the Ascension, Kolomenskoye",http://en.wikipedia.org/wiki/Kolomenskoye,N55 39 20.016 E37 40 26.004,Russian Federation,(ii),1994,,634.0,"Moscow, the South District"
http://whc.unesco.org/en/list/762,"Church Village of Gammelstad, LuleÃ¥",http://en.wikipedia.org/wiki/Gammelstad_Church_Town,N65 38 45.996 E22 1 42.996,Sweden,(ii)(iv)(v),1996,,762.0,County of Norrbotten (Norrbottens lÃ¤n)
http://whc.unesco.org/en/list/234,Churches and Convents of Goa,http://en.wikipedia.org/wiki/Old_Goa,N15 30 7.992 E73 54 42.012,India,(ii)(iv)(vi),1986,,234.0,State of Goa
http://whc.unesco.org/en/list/971,Churches of Chiloé,http://en.wikipedia.org/wiki/Churches_of_Chilo%25C3%25A9,S42 30 0 W73 46 0,Chile,(ii)(iii),2000,,971.0,"Municipalities of Castro, Chonchi, Dalcahue, PuqueldÃ³n, Quemchi, and Quinchao, ChiloÃ© Province, X Region de los Lagos"
http://whc.unesco.org/en/list/598,Churches of Moldavia,http://en.wikipedia.org/wiki/Painted_churches_of_northern_Moldavia,Date of Inscription: 1993,Romania,(i)(iv),2010,,598.0,N47 46 42 E25 42 46
http://whc.unesco.org/en/list/1054,Churches of Peace in Jawor and Åwidnica,http://en.wikipedia.org/wiki/%25C5%259Awidnica,N51 3 15.4 E16 11 45.4,Poland,(iii)(iv)(vi),2001,0.23,1054.0,"Jawor and Åwidnica counties, Lower Silesian (Dolnoslaskie) Voivodship"
http://whc.unesco.org/en/list/1310,"Cidade Velha, Historic Centre of Ribeira Grande",http://en.wikipedia.org/wiki/Cidade_Velha,Date of Inscription: 2009,Cape Verde,(ii)(iii)(vi),,209.0,1310.0,N14 54 54.5 W23 36 18.7
http://whc.unesco.org/en/list/842,"Cilento and Vallo di Diano National Park with the Archeological sites of Paestum and Velia, and the Certosa di Padula",http://en.wikipedia.org/wiki/Certosa_di_Padula,N40 16 60 E15 16 0,Italy,(iii)(iv),1998,159110.0,842.0,"Province of Salerno, Campania"
http://whc.unesco.org/en/list/165,Cistercian Abbey of Fontenay,http://en.wikipedia.org/wiki/Abbey_of_Fontenay,N47 38 21.984 E4 23 20.796,France,(iv),1981,5.77,165.0,"Department of CÃ´te d'Or, Burgundy Region"
http://whc.unesco.org/en/list/1070,"Citadel, Ancient City and Fortress Buildings of Derbent",http://en.wikipedia.org/wiki/Derbent,N42 3 10.7 E48 17 49.9,Russian Federation,(iii)(iv),2003,9.7,1070.0,"Dagestan, Eastern Caucasus, Western coast of Caspian Sea"
http://whc.unesco.org/en/list/428,City of Bath,"http://en.wikipedia.org/wiki/Bath,_Somerset",N51 22 53 W2 21 31,United Kingdom of Great Britain and Northern Ireland,(i)(ii)(iv),1987,2900.0,428.0,"Avon, England"
http://whc.unesco.org/en/list/273,City of Cuzco,http://en.wikipedia.org/wiki/Cusco,S13 31 19.992 W71 58 59.988,Peru,(iii)(iv),1983,,273.0,City of Cuzco
http://whc.unesco.org/en/list/931,City of Graz â Historic Centre and Schloss Eggenberg,"http://en.wikipedia.org/wiki/Eggenberg_Castle,_Graz",Date of Inscription: 1999,Austria,(ii)(iv),2010,,931.0,N47 4 27 E15 23 30
http://whc.unesco.org/en/list/699,City of Luxembourg: its Old Quarters and Fortifications,http://en.wikipedia.org/wiki/Luxembourg_(city),N49 36 36 E6 7 59.988,Luxembourg,(iv),1994,30.0,699.0,Luxemburg
http://whc.unesco.org/en/list/420,City of PotosÃ­,http://en.wikipedia.org/wiki/Julien_Dubuque,S19 35 0.996 W65 45 11.016,Bolivia (Plurinational State of),(ii)(iv)(vi),1987,130.0,420.0,"Potosi, Province of Potosi"
http://whc.unesco.org/en/list/2,City of Quito,http://en.wikipedia.org/wiki/Quito,N0 0 14 W78 30 0,Ecuador,(ii)(iv),1978,320.0,2.0,"Province of Pinchinada, City and Canton of Quito"
http://whc.unesco.org/en/list/614,City of Safranbolu,http://en.wikipedia.org/wiki/Safranbolu,N41 15 36 E32 41 22.992,Turkey,(ii)(iv)(v),1994,193.0,614.0,"City and District of Safranbolu, Province of Karabuk"
http://whc.unesco.org/en/list/131,City of Valletta,http://en.wikipedia.org/wiki/Valletta,N35 54 2.016 E14 30 51.984,Malta,(i)(vi),1980,56.0,131.0,Island of Malta
http://whc.unesco.org/en/list/797,City of Verona,http://en.wikipedia.org/wiki/Verona,N45 26 19 E10 59 38,Italy,(ii)(iv),2000,453.0,797.0,"City and Province of Verona, Veneto Region"
http://whc.unesco.org/en/list/712,City of Vicenza and the Palladian Villas of the Veneto,http://en.wikipedia.org/wiki/Palladian_Villas_of_the_Veneto,N45 32 57 E11 32 58,Italy,(i)(ii),1994,334.0,712.0,"Provinces of Padua, Rovigo, Treviso, Venice, Verona and Vicenza, Veneto Region"
http://whc.unesco.org/en/list/986,Ciudad Universitaria de Caracas,http://en.wikipedia.org/wiki/University_City_of_Caracas,N10 29 26.628 W66 53 26.448,Venezuela (Bolivarian Republic of),(i)(iv),2000,,986.0,"Municipality of Libertador, Caracas"
http://whc.unesco.org/en/list/813,Classical Gardens of Suzhou,http://en.wikipedia.org/wiki/Classical_Gardens_of_Suzhou,N31 19 0 E120 27 0,China,(i)(ii)(iii)(iv)(v),1997,12.0,813.0,"Suzhou City, Jiangsu Province"
http://whc.unesco.org/en/list/846,Classical Weimar,http://en.wikipedia.org/wiki/Weimar,N50 58 39 E11 19 42.996,Germany,(iii)(vi),1998,,846.0,State of Thuringia (ThÃ¼ringen)
http://whc.unesco.org/en/list/516,Cliff of Bandiagara (Land of the Dogons),http://en.wikipedia.org/wiki/Bandiagara_Escarpment,N14 19 59.988 W3 25 0.012,Mali,(v)(vii),1989,327390.0,516.0,"Bandiagara Circle, Mopti Region"
http://whc.unesco.org/en/list/820,Cocos Island National Park,http://en.wikipedia.org/wiki/Cocos_Island,N5 31 60 W87 4 0,Costa Rica,(ix)(x),1997,199790.0,820.0,"Province of Puntarenas, South Eastern Tropical Pacific"
http://whc.unesco.org/en/list/1138,Coiba National Park and its Special Zone of Marine Protection,http://en.wikipedia.org/wiki/Coiba,N7 25 58.8 W81 45 57.6,Panama,(ix)(x),2005,270125.0,1138.0,Provinces of Veraguas and ChiriquÃ­
http://whc.unesco.org/en/list/535,"Collegiate Church, Castle, and Old Town of Quedlinburg",http://en.wikipedia.org/wiki/Quedlinburg,N51 46 59.988 E11 9 0,Germany,(iv),1994,,535.0,State of Saxony-Anhalt (Sachsen-Anhalt)
http://whc.unesco.org/en/list/292,Cologne Cathedral,http://en.wikipedia.org/wiki/Cologne_Cathedral,N50 56 28 E6 57 26,Germany,(i)(ii)(iv),1996,258.0,292.0,State of North Rhine-Westphalia (Nordrhein-Westfalen)
http://whc.unesco.org/en/list/526,Colonial City of Santo Domingo,http://en.wikipedia.org/wiki/Ciudad_Colonial_(Santo_Domingo),N18 28 60 W69 55 0,Dominican Republic,(ii)(iv)(vi),1990,93.0,526.0,Distrito Nacional
http://whc.unesco.org/en/list/227,Comoé National Park,http://en.wikipedia.org/wiki/Como%25C3%25A9_National_Park,N9 0 0 W4 0 0,CÃ´te d'Ivoire,(ix)(x),1983,1150000.0,227.0,"Northeast region, Bouna and Ferkessedougou prefectures, Bouna, Kong, Nassian and Tehin sub-prefectures"
http://whc.unesco.org/en/list/678,Complex of Hué Monuments,http://en.wikipedia.org/wiki/Hu%25E1%25BA%25BF,N16 28 9.984 E107 34 40.008,Viet Nam,(iii)(iv),1993,,678.0,Province: Thua Thien - Hue
http://whc.unesco.org/en/list/1091,Complex of Koguryo Tombs,http://en.wikipedia.org/wiki/Complex_of_Goguryeo_Tombs,N38 51 47 E125 24 54,"Korea, Democratic People's Republic of",(i)(ii)(iii)(iv),2004,233.0,1091.0,"Pyongyang, South Phyongan Province, Nampho, South Hwangghae Province"
http://whc.unesco.org/en/list/265,Convent of Christ in Tomar,http://en.wikipedia.org/wiki/Convent_of_the_Order_of_Christ,N39 36 16.992 W8 25 3,Portugal,(i)(vi),1983,,265.0,Tomar (Santarem)
http://whc.unesco.org/en/list/268,Convent of St Gall,http://en.wikipedia.org/wiki/Abbey_of_Saint_Gall,N47 25 23.988 E9 22 40.008,Switzerland,(ii)(iv),1983,,268.0,"Canton of St Gall, Town of St Gall"
http://whc.unesco.org/en/list/1215,Cornwall and West Devon Mining Landscape,http://en.wikipedia.org/wiki/Cornwall_and_West_Devon_Mining_Landscape,N50 8 10 W5 23 1,United Kingdom of Great Britain and Northern Ireland,(ii)(iii)(iv),2006,19719.0,1215.0,Cornwall and Devon Counties
http://whc.unesco.org/en/list/658,Coro and its Port,http://en.wikipedia.org/wiki/Santa_Ana_de_Coro,N11 24 0 W69 40 60,Venezuela (Bolivarian Republic of),(iv)(v),1993,107.0,658.0,State of Falcon
http://whc.unesco.org/en/list/830,Costiera Amalfitana,http://en.wikipedia.org/wiki/Amalfi_Coast,N40 38 60 E14 35 60,Italy,(ii)(iv)(v),1997,11231.0,830.0,"Province of Salerno, Campania"
http://whc.unesco.org/en/list/1229,Crac des Chevaliers and Qal'at Salah El-Din,http://en.wikipedia.org/wiki/Krak_des_Chevaliers,N34 46 54 E36 15 47,Syrian Arab Republic,(ii)(iv),2006,8.87,1229.0,Municipalities of Al Hosn and Haffeh
http://whc.unesco.org/en/list/29,Cracow's Historic Centre,http://en.wikipedia.org/wiki/Krak%25C3%25B3w_Old_Town,N50 4 0.012 E19 57 34.992,Poland,(iv),1978,150.0,29.0,"City and County of Cracow, Lesser Poland (Malopolska) Voivodship"
http://whc.unesco.org/en/list/730,Crespi d'Adda,http://en.wikipedia.org/wiki/Crespi_d%27Adda,N45 35 35.988 E9 32 17.988,Italy,(iv)(v),1995,,730.0,"Province of Bergamo, Lombardy"
http://whc.unesco.org/en/list/936,"Cueva de las Manos, RÃ­o Pinturas",http://en.wikipedia.org/wiki/Cueva_de_las_Manos,S47 8 60 W70 40 0,Argentina,(iii),1999,,936.0,"Patagonia Region, Santa Cruz Province"
http://whc.unesco.org/en/list/632,Cultural and Historic Ensemble of the Solovetsky Islands,http://en.wikipedia.org/wiki/Solovetsky_Islands,N65 4 60 E35 40 0,Russian Federation,(iv),1992,28834.0,632.0,"Arkhangelsky region, Solovetsky district."
http://whc.unesco.org/en/list/208,Cultural Landscape and Archaeological Remains of the Bamiyan Valley,http://en.wikipedia.org/wiki/Buddhas_of_Bamyan,N34 50 48.984 E67 49 30.9,Afghanistan,(i)(ii)(iii)(iv)(vi),2003,159.0,208.0,"Bamiyan Province, Bamiyan District"
http://whc.unesco.org/en/list/723,Cultural Landscape of Sintra,http://en.wikipedia.org/wiki/Sintra,N38 46 59.988 W9 25 0.012,Portugal,(ii)(iv)(v),1995,946.0,723.0,Sintra/Serra
"http://whc.unesco.org/en/list/994
http://whc.unesco.org/en/list/994",Curonian Spit,http://en.wikipedia.org/wiki/Curonian_Spit,"Klaipeda Region, Neringa and Klaipeda (Lithuania); Kaliningrad Region, Zelenogradsk District (Russian Federation)",Lithuania,(v),2000,,994.0,[ru.gif] Russian Federation
http://whc.unesco.org/en/list/906,Dacian Fortresses of the Orastie Mountains,http://en.wikipedia.org/wiki/Dacian_Fortresses_of_the_Or%25C4%2583%25C5%259Ftie_Mountains,N45 37 23 E23 18 43,Romania,(ii)(iii)(iv),1999,,906.0,"Counties of Alba and Hunedoara, Region of Transylvania"
http://whc.unesco.org/en/list/588,Danube Delta,http://en.wikipedia.org/wiki/Danube_Delta,N45 4 59.988 E29 30 0,Romania,(vii)(x),1991,312440.0,588.0,"Tulcea County, Dobruja Region"
